date,rent_index,rent_to_income,rent_growth,rent_growth_yoy
2019-11-30,2309.198928251269,0.282367195922141,0.004208803176879883,0.0459259963127554
2019-12-31,2319.5369921768306,0.2836313269964332,0.00447690486907959,0.0458504075900803
2020-01-31,2330.041897146736,0.2849158592744847,0.0045288801193237305,0.0458517728347656
2020-02-29,2337.630094686561,0.28584373865083895,0.003256678581237793,0.04367957108359799
2020-03-31,2348.7150896083576,0.2871992039139591,0.004741979899639759,0.047245560768668815
2020-04-30,2346.998759139786,0.28698933224991274,-0.0007307529449464001,0.04502746622918408
2020-05-31,2347.146205336589,0.2870073618655648,6.282329559348376e-05,0.04355700623888126
2020-06-30,2349.8932977557356,0.2873432743648491,0.0011703968048095703,0.041297092048202755
2020-07-31,2360.566216867523,0.2886483512921892,0.004541873931884766,0.040746503619941254
2020-08-31,2377.2561351856057,0.29068918258566956,0.007070302963256836,0.04172584393225387
2020-09-30,2396.7494695403493,0.2930728135901626,0.008199930191040039,0.04689222744196697
2020-10-31,2414.52750163378,0.29524669865905845,0.007417559623718262,0.0500133803931353
2020-11-30,2427.313092714275,0.2968101116060498,0.005295276641845481,0.0511494107406556
2020-12-31,2438.2936603176636,0.2981528075712477,0.004523754119873269,0.05119843681793701
2021-01-31,2447.416833449176,0.2992683826668105,0.003741621971130371,0.05037460332630572
2021-02-28,2459.243698666567,0.30071456329989815,0.0048323869705200195,0.05202431482056724
2021-03-31,2473.503522554731,0.3024582443818453,0.005798459053039551,0.05313051101791211
2021-04-30,2492.189386970831,0.30474313853886414,0.007554411888122559,0.06186225163760195
2021-05-31,2513.8337367364147,0.30738979417173085,0.008684873580932617,0.07101710622918866
2021-06-30,2534.805406000766,0.3099541949132754,0.008342504501342995,0.07868957642529173
2021-07-31,2558.9519986170285,0.31290682301504386,0.009526014328002708,0.08404160846322872
2021-08-31,2585.240060645058,0.31612130846723624,0.010272979736328125,0.0874890687549803
2021-09-30,2612.0360979366997,0.31939790877191243,0.010365009307861328,0.08982441891919479
2021-10-31,2630.9277712748644,0.3217079690969509,0.007232546806335449,0.08962427203444889
2021-11-30,2651.1049099893207,0.3241752152102373,0.007669210433959961,0.0921973427930538
2021-12-31,2667.998316125186,0.32624092884876327,0.006372213363647461,0.09420713326941788
2022-01-31,2686.499295316132,0.32850321537247884,0.006934404373168945,0.09768767567476999
2022-02-28,2706.4925366867255,0.33094797464988085,0.007442116737365945,0.10053856726530186
2022-03-31,2726.1993300117715,0.333357707264829,0.007281303405761719,0.10216108655307132
2022-04-30,2750.879915362653,0.3363756316168565,0.00905311107635498,0.10380050960182086
2022-05-31,2766.4805502014183,0.3382832661043554,0.005671143531799316,0.10050259481082557
2022-06-30,2782.951920788744,0.34029737353738615,0.0059539079666135475,0.09789568627261436
2022-07-31,2792.035669432514,0.3414081278347413,0.0032640695571901635,0.09108559712782993
2022-08-31,2798.5276470922504,0.34220196222698096,0.0023251771926882103,0.08250204292206975
2022-09-30,2803.1468179727635,0.3427667911436492,0.0016505718231201172,0.07316542071797016
2022-10-31,2816.746173914898,0.3444297106768034,0.0048514604568481445,0.07062846980021487
2022-11-30,2820.8380171474496,0.3449300583452494,0.0014526844024658203,0.06402353468494493
2022-12-31,2833.548017964524,0.3464842281688095,0.004505753517150657,0.06205015229536226
2023-01-31,2839.1961250650575,0.3471748746716871,0.0019932985305788353,0.056838589168867415
2023-02-28,2856.4849264090285,0.34928893695390417,0.006089329719543457,0.05541947287463156
2023-03-31,2860.323943688217,0.3497583692453188,0.0013439655303955078,0.04919838846701863
2023-04-30,2867.632448676054,0.35065204801614747,0.0025551319122314453,0.04244188656196202
2023-05-31,2875.8887718825295,0.3516616253219038,0.0028791427612304688,0.03954780078722964
2023-06-30,2888.753224515925,0.3532346814032679,0.004473209381103738,0.03801765418110237
2023-07-31,2899.9330738346566,0.3546017453943087,0.0038701295852658912,0.038644708441018194
2023-08-31,2910.996131999832,0.3559545282464945,0.0038149356842041016,0.04018844874533922
2023-09-30,2920.6425322699756,0.35713408318292683,0.003313779830932617,0.04191564763710276
2023-10-31,2927.8099129807338,0.3580105053779327,0.002454042434692383,0.03942980027606535
2023-11-30,2941.050416871109,0.35962954473845793,0.0045223236083982155,0.04261584642326377
2023-12-31,2950.8093826439294,0.3608228641041733,0.003318190574645996,0.041383228353984114
2024-01-31,2963.7701231748397,0.36240769420088526,0.004392266273498535,0.04387650328556569
2024-02-29,2969.603960239805,0.36312105163118186,0.0019683837890625,0.03960078094057429
2024-03-31,2985.6265524081855,0.3650802827596216,0.00539553165435791,0.04380713904677469
2024-04-30,2997.3735078461114,0.36651669208194076,0.003934502601623313,0.04524326652460542
2024-05-31,3010.792463897838,0.36815755244532133,0.00447690486907959,0.046908522100804984
2024-06-30,3013.691415753843,0.36851203420810014,0.0009628534317014381,0.043249866474438736
2024-07-31,3026.0776232081603,0.3700266108104867,0.004109978675842285,0.04349912434589376
2024-08-31,3034.7886897456874,0.3710917938060268,0.0028786659240722656,0.04252584068561127
2024-09-30,3052.1433984453656,0.3732139151926346,0.005718588829040527,0.04502463575136151
2024-10-31,3054.981744289071,0.37356098609550875,0.0009299516677856445,0.04343582236828558
2024-11-30,3071.2996562735575,0.37555632872017086,0.0053414106369018555,0.04428663944530964
2024-12-31,3080.887069679832,0.3767286707850125,0.00312161445617698,0.044082036542581804
2025-01-31,3093.287586073096,0.37824499707423526,0.004024982452392356,0.043700239058863
2025-02-28,3102.3565895229985,0.37935394833981395,0.002931833267211914,0.04470381608477969
2025-03-31,3109.6633153992357,0.3802474095621467,0.002355217933655007,0.04154463420450316
2025-04-30,3116.6903189028812,0.3811066665325118,0.0022597312927246094,0.03980712138291698
2025-05-31,3123.199672348313,0.3819026256234181,0.0020885467529296875,0.03733475814037024
2025-06-30,3134.797266346465,0.38332077113554236,0.003713369369506836,0.040185219349117896
2025-07-31,3140.718494598549,0.3840448146977927,0.001888871192932129,0.037884312851449664
2025-08-31,3149.3522236374365,0.38510054091922674,0.0027489662170410156,0.03775008595453455
2025-09-30,3151.6228366221603,0.385378189853529,0.000720977783203125,0.032593304176817384
2025-10-31,3163.8816406497353,0.38687718765587376,0.0038896799087526635,0.03564666026703445
2025-11-30,3163.744918669791,0.3868604693898008,-4.3213367462269225e-05,0.030099720881158865
2025-12-31,3168.0006542652877,0.38738085769935043,0.0013451576232910156,0.028275487745971883
2026-01-31,3169.0705511842443,0.3875116839305752,0.0003377199172973633,0.024499165694242597
